              	1	11	3	5	6	8	10
20191119180708	0	0	0	0	0	0	0
20191119182703	0	0	0	0	0	0	0
20191119184702	0	0	0	0	0	0	0
20191119190705	1	0	0	0	0	0	0
20191119192710	0	0	0	0	0	0	0
20191119194703	0	0	0	0	0	0	0
20191119200702	0	0	0	0	0	0	0
20191119202705	0	0	0	0	0	0	0
20191119204703	0	0	0	0	0	0	0
20191119210705	0	0	0	0	0	0	0
20191119212708	1	0	0	0	0	0	0
20191119214706	0	0	0	0	0	0	0
20191119220707	0	0	0	0	0	0	0
20191119222706	0	0	1	0	0	0	0
20191119224702	0	0	0	0	0	0	0
20191119230703	0	0	0	0	0	0	0
20191119232703	0	0	0	0	0	0	0
20191119234706	0	0	0	0	0	0	0
20191120000702	0	0	0	0	0	0	0
20191120002703	0	0	0	0	0	0	0
20191120004703	0	0	0	0	0	0	0
20191120010702	0	0	0	0	0	0	0
20191120012703	0	0	0	0	0	0	0
20191120014703	0	0	0	0	0	0	0
20191120020705	1	0	0	0	0	0	0
20191120022707	0	0	0	0	0	0	0
20191120024706	0	0	0	0	0	0	0
20191120030705	0	0	0	0	0	0	0
20191120032721	0	0	0	0	0	1	0
20191120034703	0	0	0	0	0	0	0
20191120040702	0	0	0	0	0	0	0
20191120042706	0	0	0	0	0	0	0
20191120044706	0	0	0	0	0	0	0
20191120050706	0	0	0	0	0	0	0
20191120052707	0	0	0	0	0	0	0
20191120054720	1	0	0	0	0	0	0
20191120060715	0	0	0	0	0	0	0
20191120062705	1	0	0	0	0	0	0
20191120064703	0	0	0	0	0	0	0
20191120070713	0	0	1	0	0	0	0
20191120072703	0	0	0	0	0	0	0
20191120074711	0	0	1	0	0	1	0
20191120080707	0	0	0	0	0	0	0
20191120082706	0	0	0	0	0	0	0
20191120084708	0	0	0	0	0	0	0
20191120090708	0	0	0	0	0	0	0
20191120092706	0	0	0	0	0	0	0
20191120094707	0	0	0	0	0	0	0
20191120100706	0	0	0	0	0	0	0
20191120102709	1	0	0	0	0	0	0
20191120104706	0	0	0	0	0	0	0
20191120110706	0	0	0	0	0	0	0
20191120112703	0	0	0	0	0	0	0
20191120114703	0	0	0	0	0	0	0
20191120120709	0	0	0	0	0	0	0
20191120122710	0	0	0	0	0	1	0
20191120124709	3	0	0	0	0	0	0
20191120130711	0	0	0	0	0	0	0
